name,url,target_price
# 示例：把下面 URL 换成你真正想监控的 Druni 商品链接，target_price 可留空
Producto ejemplo,https://www.druni.es/,
name,url,target_price
Lancome Triple Serum,https://www.druni.es/renergie-hcf-triple-serum-lancome-tratamiento-antiedad,35
Lancome Renergie Cream,https://www.druni.es/renergie-soin-double-performance-anti-rides-fermete-lancome,50
